Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
1543,"
            100 Book Challenge Library Card | Reading Log Tracker Bookmark
        ",4.95,4.95,"
                    (7,227)
                ","
    Etsy’s Pick
"
1544,"
            Personalized Leather cover A5, Notebook Covers,Leather Tablet Cover, A5 Folder Portfolio, Leather Travel Journal, Organizer Sketchbook cover
        ",35.01,38.90,"
                    (760)
                ",No badge
1545,"
            Baby Scrapbook and Prayer Journal | Baby Girl Gift for New Parent | Childhood Memory Book from Birth to 18 Years |Baby Keepsake Album
        ",35.00,35.00,"
                    (12,270)
                ","
    Etsy’s Pick
"
1546,"
            You'll Soon Be The Biggest Personalised Children's Book, Baby Brother Sister, Big Brother, Big Sister, Older Sibling Book, Personalized
        ",30.50,30.50,"
                    (21,918)
                ","
    Etsy’s Pick
"
1547,"
            floral school, floral journal, small sketchbook, writing journal, bridesmaid gift, travel journal, lined journal, cute notebooks, floral
        ",10.00,10.00,"
                    (761)
                ","
    Etsy’s Pick
"
1548,"
            2-Tier Desktop Pedalboard For Synthesizer And Effect Pedal / Desktop Effects Pedal Stand / Synthesizer stand
        ",92.00,92.00,"
                    (858)
                ","
    Etsy’s Pick
"
1549,"
            Custom Children's Color Book - Personalized Kids Gift -  Large Coloring Book for Kids - Gift for Kids - Themed Color Books for Kids
        ",19.97,19.97,"
                    (7,348)
                ","
    Etsy’s Pick
"
1550,"
            Colorado notebook, Blank journal, illustration, State Symbols.
        ",14.00,14.00,"
                    (11,510)
                ","
    Etsy’s Pick
"
1551,"
            Little Book of Cheese Board Book of Poems for Lunchtime Read Fun Italian Foodie Facts Baby Stories 0-12 Months, Toddler Ages 1-4
        ",12.99,12.99,"
                    (379)
                ","
    Etsy’s Pick
"
1552,"
            Thailand Travel Journal, Indonesia, Philippines Map Notebook, Vietnam, Singapore, Asia Map, Personalized Notebook
        ",37.88,37.88,"
                    (609)
                ","
    Etsy’s Pick
"
1553,"
            Spiral notebook - You're as irreplaceable as Leo's current girlfriend.
        ",17.99,17.99,"
                    (1)
                ",No badge
1554,"
            Funny ""Motivational"" Mountain Landscape Journal - Profanity Quote Softcover Notebook - 'Just Get Your Sh*t Done' Daily Planner
        ",17.26,17.26,0,No badge
1555,"
            Peony Garden Flowers - Wirobound Softcover Notebook, A5
        ",15.92,15.92,0,No badge
1556,"
            Pick of Destiny (Glow In The Dark)
        ",36.00,36.00,"
                    (219)
                ",No badge
1557,"
            Super Daddy Book | Personalized Father's Day Gift for Dads From Child, Son, Daughter
        ",28.65,35.82,"
                    (16,951)
                ",No badge
1558,"
            Mental Health Journal, MINI Eco Friendly Gifts, 5.25 x 4"" Sun Rainbow Journal, My Little Book of Happy Things Pocket Personalized Gift
        ",9.95,9.95,"
                    (3,739)
                ","
    Etsy’s Pick
"
1559,"
            Minimal Daily Undated Productivity planner|everyday planner| Lifestyle Diary Planner|Daily Planner|Daily Agenda | Personalised planner gifts
        ",34.54,34.54,"
                    (1,131)
                ","
    Etsy’s Pick
"
1560,"
            DISCOUNTED 2024 Wood Calendar with boxes, Monthly Calendar, Wall decor, Simple wood calendar, monthly minimal, Natural wood, modern planner
        ",15.20,19.00,"
                    (1,045)
                ",No badge
1561,"
            Reasons We Love Daddy - Personalised Softcover Book,   idea, read together Children's story - 10 things we love about dad
        ",28.65,35.82,"
                    (16,951)
                ",No badge
1562,"
            Bookmark + Sticker Bundle |Waterproof Vinyl Sticker|Water bottle stickers|Laptop Stickers|Black Girl Magic| Black Owned| Sticker
        ",6.99,6.99,"
                    (1,943)
                ","
    Etsy’s Pick
"
1563,"
            Working From Home Daily Planner Desk Pad - Desk Pad - Notepads - Desk Pads - Notepad - Daily Planner - Daily Desk Pad - Daily Planners
        ",7.97,7.97,"
                    (965)
                ","
    Etsy’s Pick
"
1564,"
            Baby Book - Baby Journal - Hello Little Love - Newborn Baby - First Five Years - Baby Gift - Memory Book - Baby Shower Gift - Mom To Be
        ",43.34,48.16,"
                    (6,543)
                ",No badge
1565,"
            Chien Dogs Sketchbook Soft-Feel Notebook Journal
        ",17.25,23.00,"
                    (1,905)
                ",No badge
1566,"
            Personalized Leather Journal, Refillable Custom Notebook Cover, Travel Journal Diary, Corporate Office Gifts, Monogrammed | DuPage Rock
        ",34.40,43.00,"
                    (15,926)
                ",No badge
1567,"
            Personalized Journal with Name by Lifetime Creations: Custom Vegan Leather Notebook, Customized New Employee Swag, Staff Gift Ideas Vertical
        ",15.98,19.98,"
                    (29,596)
                ",No badge
1568,"
            Leather Bookmark, Wildflower, Olive Branch, Willow Tree, Customize
        ",12.00,12.00,"
                    (1,663)
                ","
    Etsy’s Pick
"
1569,"
            Zodiac Sign Bookmark,Zodiac Gifts,Birth Month Bookmark,Personalized Bookmark,Name Bookmark,Birthday Gift,Reader Gifts,Gift for Book Lover
        ",11.99,23.98,"
                    (632)
                ",No badge
1570,"
            Annual & Monthly Budget Spreadsheet | GoogleSheets Template | Savings, Expense, Subscription, Paycheck Tracker, Debt Payoff | Digital Budget
        ",11.96,19.94,"
                    (530)
                ",No badge
1571,"
            THAT Planner Digital or Printable
        ",12.75,12.75,0,No badge
1572,"
            Handcrafted Maple Wood Guitar Bass Pick Dish Tray - Fender Style Engraving
        ",12.99,12.99,"
                    (13)
                ",No badge
1573,"
            Personalised First Mother's Day Book, New Mum Gift, New Mom Story Book, Gifts for First Time Mum Mom, To Mommy, Mummy, Personalized Birthday
        ",30.50,30.50,"
                    (21,918)
                ","
    Etsy’s Pick
"
1574,"
            Personalized Monogrammed Journal by Lifetime Creations: Vegan Leather Journal with Initials, Notebook, Employees Gift, Valentines Day
        ",15.98,19.98,"
                    (29,596)
                ",No badge
1575,"
            Personalized Leather Notepad. Leather Notebook. Personalized Refillable Notebook. Monogrammed Paper Pad. Gift for Dad.
        ",19.75,21.95,"
                    (29,505)
                ",No badge
1576,"
            Personalise Gold Foil Magnetic Bookmark | Leather Bookmark Green Leather with Green Suede Lining | 3rd Anniversary Gift | Book Lover Gift
        ",21.93,21.93,"
                    (665)
                ","
    Etsy’s Pick
"
1577,"
            Whiskey Barrel Stave Guitar Holder - Rustic Guitar Hanger - Guitar Wall Hanger - Gifts for Guitar Players
        ",40.50,45.00,"
                    (2,449)
                ",No badge
